대학명,대학코드,캠퍼스,전형분류,전형명,반영학년도,진로선택_반영비율,일반선택_반영비율,반영교과_인문,반영교과_자연,등급환산방식,반영지표,수능최저,출처URL,비고
부산외국어대학교,0000115,본교,학생부교과,특성화고동일계전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000253081&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000115&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
삼육대학교,0000116,본교,학생부교과,학교장추천전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255051&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000116&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
상명대학교,0000117,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255108&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000117&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
상명대학교,0002959,제2캠퍼스,학생부교과,학생부교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242868&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002959&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
서울교육대학교,0000255,본교,학생부교과,학생부교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256817&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000255&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
서울여자대학교,0000126,본교,학생부교과,학생부교과 / 학생부교과,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255229&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000126&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
서울장신대학교,0000127,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255016&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000127&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
선문대학교,0000129,본교,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255105&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000129&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
성결대학교,0000131,본교,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257611&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000131&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
성공회대학교,0000132,본교,학생부교과,특성화고교교과성적전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257627&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000132&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
성공회대학교,0000132,본교,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257627&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000132&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
성균관대학교,0000133,본교,학생부교과,학생부교과,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256732&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000133&searchSyr=2027,자동초안:subject=ALL5|ratio=PDF_CAREER_NOT_REFLECTED|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
성신여자대학교,0000136,본교,학생부교과,지역균형전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242955&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000136&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
성신여자대학교,0000136,본교,학생부교과,특성화고등을졸업한재직자전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242955&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000136&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
세종대학교,0000138,본교,학생부교과,지역균형 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257391&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000138&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
세종대학교,0000138,본교,학생부교과,특성화고교졸재직자,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257391&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000138&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
세한대학교,0000092,본교,학생부교과,학생부위주-일반학생전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242922&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000092&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
수원대학교,0000140,본교,학생부교과,교과우수전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243043&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000140&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
수원대학교,0000140,본교,학생부교과,특성화고등을졸업한재직자전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243043&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000140&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
수원대학교,0000140,본교,학생부교과,특성화고졸업자전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243043&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000140&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
순천향대학교,0000142,본교,학생부교과,교과우수자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256618&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000142&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
신라대학교,0000144,본교,학생부교과,특성화고 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257624&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000144&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
신라대학교,0000144,본교,학생부교과,특성화고동일계 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257624&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000144&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
신한대학교,0002712,본교,학생부교과,학생부우수자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257410&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002712&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
신한대학교,0002800,제2캠퍼스,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257413&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002800&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
신한대학교,0002800,제2캠퍼스,학생부교과,학생부우수자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257413&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002800&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
아주대학교,0000146,본교,학생부교과,학생부교과,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257290&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000146&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
연세대학교(미래),0000150,분교,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000150&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
연세대학교(미래),0000150,분교,학생부교과,학생부교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000150&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
영남대학교,0000151,본교,학생부교과,일반학생전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243058&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000151&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
용인대학교,0000156,본교,학생부교과,일반학생전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252293&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000156&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
용인대학교,0000156,본교,학생부교과,특성화고교출신자 특별전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252293&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000156&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 교과중심 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 기회균형 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 농어촌학생 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 면접중심 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 성인학습자등 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 지역인재 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 특성화고교졸업자 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
우석대학교,0000157,본교,학생부교과,학생부교과 특수교육대상자 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
원광대학교,0000159,본교,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256240&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000159&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
유원대학교,0000154,본교,학생부교과,특성화고교졸업자,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256846&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000154&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
인제대학교,0000164,본교,학생부교과,특성화고교 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242958&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000164&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
인제대학교,0000164,본교,학생부교과,학생부교과 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242958&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000164&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
인천대학교,0002660,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255133&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002660&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
인하대학교,0000169,본교,학생부교과,학생부교과,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242994&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000169&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
전남대학교,0000023,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257031&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000023&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
전남대학교,0000024,제2캠퍼스,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257406&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000024&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
전주대학교,0000171,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257344&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000171&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
제주국제대학교,0000248,본교,학생부교과,일반학생 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256480&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000248&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
제주대학교,0000027,본교,학생부교과,일반학생 전형,2027,30,70,전과목,전과목,평균등급 근사(공식 환산점수 아님),혼합,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243121&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000027&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=PDF_30_70|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
제주대학교,0000027,본교,학생부교과,일반학생전형,2027,30,70,전과목,전과목,평균등급 근사(공식 환산점수 아님),혼합,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243121&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000027&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=PDF_30_70|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
조선대학교,0000172,본교,학생부교과,학생부교과,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN|PDF_NOT_FOUND. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
중앙대학교,0000175,본교,학생부교과,지역균형 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257306&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000175&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
차의과학대학교,0000187,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256833&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000187&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
창신대학교,0000249,본교,학생부교과,일반학생 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000254999&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000249&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
